season,week,game_id,team,player_id,player_uid,player_name,position,model_version,pass_yards_mean,rush_yards_mean,receiving_yards_mean,receptions_mean,pass_tds_mean,rush_tds_mean,rec_tds_mean,anytime_td_prob
2025,1,2025_01_HOU_LA,HOU,00-0039163,5580f3af-a69b-4d18-aa9e-f9f360bb7daf,C.Stroud,QB,nfl-player-v1,116.756,6.766,0,0,0.812,0.049,0,0.048
2025,1,2025_01_HOU_LA,HOU,00-0033854,1469f8ef-106a-411b-8a88-2356c758380f,D.Ogunbowale,RB,nfl-player-v1,0,10.259,4.231,0.682,0,0,0,0.005
2025,1,2025_01_HOU_LA,HOU,00-0037258,38a24d2f-310f-47b9-b65c-ed661537f295,D.Pierce,,nfl-player-v1,0,0.897,6.499,0.754,0,0.004,0.026,0.0295
2025,1,2025_01_HOU_LA,HOU,00-0034383,fe4c4fa7-73c1-43b7-8823-e75c27674ec2,D.Schultz,TE,nfl-player-v1,0,0,15.211,1.694,0,0,0,0.005
2025,1,2025_01_HOU_LA,HOU,00-0040130,321f2f7a-617b-4114-867a-7188cd496cff,J.Higgins,WR,nfl-player-v1,0,0,10.553,1.205,0,0,0,0.005
2025,1,2025_01_HOU_LA,HOU,00-0040138,e514b85a-324e-406e-880e-9c49fe37b12d,J.Noel,WR,nfl-player-v1,0,0,8.391,0.973,0,0,0,0.005
2025,1,2025_01_HOU_LA,HOU,00-0034386,70af0305-a25f-48a2-ab83-31078c98077b,J.Watson,WR,nfl-player-v1,0,0,8.794,1.015,0,0,0,0.005
2025,1,2025_01_HOU_LA,HOU,00-0034791,489002b7-b67b-4d6a-80d9-6000e716b0ce,N.Chubb,RB,nfl-player-v1,0,32.742,3.294,0.54,0,0,0,0.005
2025,1,2025_01_HOU_LA,HOU,00-0036554,b8dae940-0938-432d-9b8c-3fc0ae4c8906,N.Collins,WR,nfl-player-v1,0,0,15.211,1.694,0,0,0.059,0.0576
2025,1,2025_01_HOU_LA,HOU,00-0040583,370bcf5e-ca00-4e72-b138-115538bdc569,W.Marks,RB,nfl-player-v1,0,12.098,2.471,0.412,0,0,0,0.005
2025,1,2025_01_HOU_LA,HOU,00-0038618,e432064c-a8c6-4b83-8119-a0bf2e30fa6f,X.Hutchinson,WR,nfl-player-v1,0,0.308,8.845,1.016,0,0,0,0.005
2025,1,2025_01_MIA_IND,IND,00-0035021,1a3a78db-f384-4fdd-b93c-ba5c57d9c84a,A.Dulin,WR,nfl-player-v1,0,0.207,4.804,0.569,0,0,0.004,0.005
